order_id,customer_id,product_id,order_date,quantity,discount,total_amount,payment_method,shipping_cost,delivery_time_days,region,profit_margin,returned
O121132,C12762,P227164,2024-08-24,1,0.0,17.62,Debit Card,3.62,6,West,2.55,No
O121133,C14703,P247195,2025-08-12,2,0.0,134.92,UPI,8.16,3,Central,8.03,No
O121134,C14578,P235469,2025-03-01,1,0.05,855.73,UPI,12.03,5,South,90.66,Yes
O121135,C11246,P242435,2024-01-20,1,0.0,59.23,UPI,6.45,4,North,10.13,No
O121136,C11772,P225189,2024-09-30,1,0.0,117.67,Credit Card,7.4,5,West,6.72,No
O121137,C12164,P205644,2024-12-30,1,0.0,128.76,Credit Card,7.38,3,North,37.69,No
O121138,C17111,P205520,2024-01-27,1,0.05,277.48,PayPal,8.66,6,East,69.03,No
O121139,C10191,P233436,2024-07-13,1,0.0,7.69,Wallet,4.27,4,West,-1.58,No
O121140,C12835,P202128,2024-12-16,2,0.05,238.72,Debit Card,9.65,6,East,19.0,Yes
O121141,C12665,P215459,2024-03-22,1,0.0,230.45,Credit Card,8.15,8,South,56.38,No
O121142,C16113,P239506,2024-03-23,1,0.1,45.84,UPI,6.16,4,North,6.68,No
O121143,C12563,P216601,2023-12-04,1,0.0,15.54,UPI,5.03,7,South,-3.79,No
O121144,C17697,P208940,2024-08-28,1,0.1,56.95,PayPal,6.67,6,Central,0.16,No
O121145,C10306,P236988,2024-10-20,2,0.0,96.3,Credit Card,7.65,5,East,35.68,No
O121146,C10531,P224776,2025-03-09,1,0.0,31.97,Debit Card,4.73,6,West,6.46,No
O121147,C14217,P231745,2025-05-29,1,0.0,256.37,Credit Card,9.37,5,East,21.39,No
O121148,C12696,P219005,2024-11-03,1,0.15,193.35,Credit Card,8.91,5,South,45.23,Yes
O121149,C14687,P237907,2025-07-03,1,0.0,89.72,Credit Card,6.86,4,North,18.26,No
O121150,C17321,P231702,2025-07-08,1,0.0,24.48,Credit Card,5.3,3,North,1.55,No
O121151,C17013,P200721,2024-03-19,1,0.0,15.8,Credit Card,4.6,3,North,1.72,No
O121152,C17704,P241911,2023-12-29,1,0.0,14.0,Credit Card,3.75,4,North,1.85,No
O121153,C15571,P234649,2025-01-31,2,0.05,464.21,Credit Card,9.56,5,North,46.15,No
O121154,C17336,P221565,2025-06-14,1,0.0,119.59,UPI,6.55,3,Central,7.8,No
O121155,C10058,P218704,2024-06-30,1,0.1,30.22,Credit Card,4.76,5,South,3.7,No
O121156,C16444,P239718,2025-01-31,5,0.0,394.85,Credit Card,9.8,5,South,128.4,No
O121157,C16696,P209968,2024-10-28,3,0.0,62.97,Credit Card,4.96,8,East,20.23,No
O121158,C11573,P215098,2024-11-05,1,0.0,1.08,Debit Card,1.67,3,Central,-1.58,No
O121159,C11140,P208890,2024-08-10,1,0.0,93.68,Debit Card,6.19,3,North,26.6,No
O121160,C11810,P200621,2024-08-02,1,0.0,4.54,COD,1.11,4,West,0.71,No
O121161,C15901,P229657,2024-12-10,1,0.1,32.21,Debit Card,3.36,6,South,11.13,No
O121162,C13198,P216843,2024-06-25,1,0.15,16.94,Credit Card,3.78,5,South,1.3,No
O121163,C13476,P225660,2023-12-19,1,0.05,170.73,Credit Card,7.15,4,South,52.61,No
O121164,C14494,P224875,2023-12-25,1,0.1,720.01,Credit Card,10.41,5,South,75.99,Yes
O121165,C12562,P215698,2025-05-22,1,0.0,7.95,PayPal,4.02,5,South,-0.44,No
O121166,C12852,P226006,2024-01-19,1,0.0,3.21,UPI,1.5,5,Central,-0.06,No
O121167,C16641,P224525,2025-03-31,1,0.1,1.63,Credit Card,2.0,5,West,-1.87,No
O121168,C10941,P238143,2025-01-20,1,0.0,172.66,Credit Card,8.3,3,Central,43.5,No
O121169,C14623,P223696,2024-10-11,2,0.2,32.83,Credit Card,3.67,7,East,5.52,No
O121170,C16541,P231310,2025-03-01,1,0.1,18.75,COD,2.95,6,West,-1.45,No
O121171,C17432,P226964,2025-04-17,1,0.0,235.64,COD,8.69,3,Central,57.29,Yes
O121172,C11774,P205925,2025-05-24,2,0.0,338.28,UPI,7.6,3,Central,32.99,No
O121173,C17430,P231122,2023-09-25,1,0.15,30.22,Wallet,5.67,5,West,7.93,No
O121174,C11421,P239199,2025-05-30,2,0.0,178.78,Wallet,7.9,4,West,54.67,Yes
O121175,C15765,P233756,2024-09-14,1,0.0,20.97,Wallet,4.21,6,East,-2.53,No
O121176,C17892,P224789,2025-04-17,1,0.0,38.0,Credit Card,5.23,5,Central,5.41,No
O121177,C15646,P216915,2024-07-10,1,0.1,219.49,PayPal,8.23,3,Central,18.11,No
O121178,C10435,P202917,2025-03-07,1,0.0,72.97,Wallet,6.26,5,South,2.5,No
O121179,C10839,P206885,2024-03-08,1,0.0,83.27,COD,6.06,4,North,18.92,No
O121180,C14001,P236387,2024-04-16,2,0.0,173.78,COD,4.88,6,East,43.78,Yes
O121181,C14455,P210410,2023-10-07,4,0.1,1140.01,UPI,12.72,4,West,306.48,No
O121182,C15248,P229209,2025-09-09,1,0.0,3.45,Credit Card,1.51,4,South,0.04,No
O121183,C14959,P213574,2025-07-11,1,0.1,37.94,COD,5.02,4,South,8.26,No
O121184,C12681,P231521,2025-02-21,1,0.05,454.4,Credit Card,10.34,7,West,44.19,No
O121185,C17408,P229061,2025-02-13,1,0.05,67.74,Wallet,4.36,5,East,15.96,No
O121186,C11650,P239332,2023-11-23,1,0.05,131.46,UPI,8.39,5,East,7.39,No
O121187,C15828,P230805,2025-07-30,1,0.0,13.39,Credit Card,2.53,6,East,-1.46,No
O121188,C11245,P235828,2024-03-16,1,0.05,207.97,PayPal,8.11,4,North,64.68,No
O121189,C12261,P214826,2025-08-22,1,0.0,15.51,Credit Card,4.46,4,South,-0.12,No
O121190,C10915,P247999,2025-01-20,1,0.0,15.73,Credit Card,3.88,5,West,1.63,Yes
O121191,C12639,P230779,2024-03-04,3,0.15,97.31,COD,7.19,5,Central,26.87,No
O121192,C15894,P235292,2023-10-24,1,0.0,19.9,UPI,4.6,5,West,3.36,No
O121193,C16278,P212607,2025-07-05,1,0.0,26.97,Credit Card,6.03,5,West,6.11,No
O121194,C13889,P249841,2024-08-30,1,0.15,6.84,UPI,2.34,6,South,0.05,No
O121195,C16897,P245712,2024-05-20,1,0.0,11.45,Credit Card,3.92,3,Central,0.09,No
O121196,C14481,P245883,2025-05-20,1,0.05,139.95,Credit Card,7.57,4,South,41.41,No
O121197,C11326,P201100,2025-05-05,3,0.2,11.81,Debit Card,4.3,5,South,1.01,No
O121198,C15901,P208310,2024-08-08,1,0.3,44.39,Debit Card,4.84,6,South,8.48,No
O121199,C13358,P243728,2024-12-16,1,0.0,47.33,PayPal,7.83,4,North,8.74,Yes
O121200,C11585,P238069,2024-07-19,1,0.05,22.36,PayPal,3.67,3,North,4.16,No
O121201,C15308,P224201,2025-04-17,4,0.0,156.16,Debit Card,7.53,4,North,39.32,No
O121202,C13368,P247740,2023-10-09,2,0.1,78.68,Credit Card,5.61,4,South,17.99,No
O121203,C15645,P209233,2024-09-05,1,0.05,20.26,Credit Card,4.4,3,Central,2.69,No
O121204,C10388,P244095,2023-10-22,3,0.0,218.43,COD,8.22,4,West,52.94,No
O121205,C17626,P200496,2023-11-01,1,0.0,4.43,PayPal,3.12,8,South,-1.35,No
O121206,C12791,P230443,2024-01-19,1,0.05,188.95,PayPal,9.02,4,West,47.66,No
O121207,C13332,P204174,2024-03-14,4,0.0,2052.04,PayPal,11.84,6,East,234.4,No
O121208,C10703,P205530,2024-08-09,2,0.05,27.68,Debit Card,4.75,5,East,3.0,No
O121209,C17068,P215098,2025-07-24,1,0.1,17.87,PayPal,4.12,4,West,-2.69,No
O121210,C15834,P244092,2024-05-17,1,0.05,43.82,PayPal,6.32,4,South,13.4,No
O121211,C12820,P228114,2024-03-18,1,0.0,260.88,COD,9.28,4,North,68.98,No
O121212,C17280,P234421,2023-09-29,1,0.0,358.49,Credit Card,8.88,5,South,34.14,No
O121213,C14959,P240014,2024-07-26,1,0.0,39.69,Debit Card,5.79,4,North,10.09,No
O121214,C11059,P246828,2024-07-08,1,0.0,37.87,PayPal,5.25,3,North,11.79,Yes
O121215,C14174,P230534,2023-11-12,1,0.0,58.37,Credit Card,6.71,5,South,0.29,No
O121216,C11298,P246567,2025-08-10,5,0.0,1146.9,Credit Card,11.32,6,North,309.81,No
O121217,C11301,P216627,2024-04-02,4,0.0,1330.92,Debit Card,8.87,4,North,150.84,No
O121218,C10673,P218639,2024-03-26,1,0.0,22.68,Credit Card,3.75,5,South,5.32,No
O121219,C12359,P206999,2024-02-17,1,0.0,222.62,UPI,8.93,5,East,57.86,No
O121220,C17696,P246166,2024-04-03,1,0.0,11.38,Credit Card,4.12,5,Central,-0.93,No
O121221,C14299,P226250,2025-06-13,1,0.0,25.03,Credit Card,3.84,6,South,3.17,No
O121222,C15080,P239511,2025-07-18,1,0.0,122.29,PayPal,6.04,3,Central,28.2,No
O121223,C16071,P202692,2025-04-18,2,0.0,442.56,Credit Card,8.73,4,North,44.38,No
O121224,C14112,P206073,2024-04-25,1,0.0,81.28,Debit Card,6.69,3,North,16.07,No
O121225,C17881,P240998,2024-04-08,1,0.15,145.89,Credit Card,6.81,5,South,10.7,No
O121226,C14571,P203247,2024-07-14,1,0.3,62.24,Debit Card,6.44,5,West,15.34,No
O121227,C13582,P223005,2024-02-01,1,0.0,2.44,Credit Card,1.78,3,Central,-1.58,No
O121228,C11016,P217999,2025-03-24,1,0.1,38.19,COD,6.4,6,East,6.97,No
O121229,C10209,P200019,2025-04-24,1,0.15,77.1,Credit Card,8.78,4,North,12.81,No
O121230,C10498,P249372,2025-07-20,1,0.1,10.4,Credit Card,2.81,5,North,-1.98,No
O121231,C17569,P214160,2023-10-03,1,0.05,15.99,Wallet,4.64,4,West,-0.16,No
O121232,C10428,P247378,2024-05-08,1,0.0,30.44,Credit Card,4.72,5,South,8.98,No
O121233,C17245,P220155,2025-04-26,1,0.0,54.42,UPI,6.66,4,South,-0.13,No
O121234,C13639,P240089,2025-09-08,1,0.0,41.9,Debit Card,6.79,4,Central,7.87,No
O121235,C13151,P239374,2023-10-01,1,0.2,40.5,Debit Card,6.25,6,North,5.09,No
O121236,C15425,P240344,2024-09-04,5,0.0,297.2,Credit Card,8.49,4,North,74.73,No
O121237,C12105,P232398,2025-08-15,1,0.0,485.81,Wallet,9.64,6,North,48.66,No
O121238,C11553,P248605,2023-12-05,1,0.0,570.98,Debit Card,8.62,5,Central,151.25,No
O121239,C15327,P240596,2025-01-16,2,0.0,29.38,COD,6.27,5,East,5.48,No
O121240,C15630,P212706,2024-01-05,1,0.05,389.35,Credit Card,10.03,5,South,36.69,No
O121241,C13206,P249658,2024-07-03,1,0.0,142.83,UPI,6.8,4,Central,10.34,No
O121242,C15963,P204741,2024-11-21,1,0.15,265.56,PayPal,8.28,9,East,23.59,No
O121243,C17137,P230323,2024-07-22,1,0.15,17.31,Debit Card,4.31,4,North,0.88,No
O121244,C12569,P225444,2025-08-26,1,0.05,37.37,Debit Card,8.33,5,South,6.62,No
O121245,C12628,P248330,2023-09-16,1,0.05,235.31,UPI,9.44,3,Central,18.8,No
O121246,C11876,P228566,2024-08-15,2,0.05,13.13,Credit Card,4.12,5,West,-3.07,No
O121247,C14994,P237355,2024-08-13,2,0.0,41.3,UPI,4.82,3,North,13.76,No
O121248,C15202,P222822,2024-04-08,3,0.0,994.29,Credit Card,10.58,5,Central,267.82,No
O121249,C16764,P242129,2025-02-18,1,0.05,74.73,Wallet,7.39,6,East,18.77,No
O121250,C11067,P238125,2025-01-23,2,0.0,63.64,Debit Card,4.84,5,North,12.98,No
O121251,C11506,P249891,2024-02-04,2,0.0,40.48,Credit Card,5.67,5,East,-2.43,No
O121252,C13013,P209982,2023-09-18,1,0.0,7.57,Credit Card,3.6,6,East,-2.99,No
O121253,C17053,P241383,2024-07-30,1,0.0,15.31,UPI,5.44,4,North,1.45,No
O121254,C11667,P235823,2024-02-07,3,0.0,113.22,Credit Card,6.55,5,South,44.4,No
O121255,C14588,P218587,2024-03-09,2,0.1,63.49,Debit Card,6.99,7,Central,15.23,No
O121256,C16642,P210175,2024-01-07,1,0.05,1.89,Credit Card,2.93,6,South,-2.78,No
O121257,C17185,P232185,2024-07-24,1,0.05,35.98,Debit Card,4.61,5,West,6.18,No
O121258,C14700,P218341,2024-12-26,3,0.2,735.07,PayPal,10.71,5,West,195.11,No
O121259,C14066,P245298,2024-10-02,2,0.05,37.3,Debit Card,5.21,6,North,9.71,No
O121260,C10947,P215787,2025-09-02,1,0.05,97.33,COD,5.78,6,West,28.29,No
O121261,C14389,P201789,2023-10-19,1,0.0,22.9,COD,4.08,4,Central,3.93,Yes
O121262,C11171,P215307,2024-07-19,2,0.1,44.95,COD,7.46,4,West,10.52,No
O121263,C17639,P200584,2025-08-17,3,0.0,122.07,Debit Card,8.48,4,South,46.45,No
O121264,C16114,P238946,2024-03-31,1,0.05,7.55,COD,3.13,5,South,0.27,Yes
O121265,C10171,P236958,2024-07-11,1,0.0,3.58,Credit Card,2.26,5,South,-0.65,No
O121266,C15682,P247323,2025-06-30,1,0.1,339.34,Wallet,8.93,5,West,31.79,No
O121267,C14626,P230332,2025-03-25,1,0.05,44.93,UPI,3.81,7,East,11.92,No
O121268,C11143,P209400,2024-09-07,1,0.0,4.0,UPI,2.68,6,Central,-0.88,No
O121269,C11859,P248164,2024-07-19,1,0.0,31.01,Credit Card,4.64,4,West,6.21,No
O121270,C15856,P243782,2023-12-22,1,0.15,101.25,Wallet,6.49,6,Central,21.86,No
O121271,C16209,P211885,2025-08-06,4,0.05,33.59,UPI,8.34,9,South,6.78,Yes
O121272,C12188,P227023,2025-07-19,2,0.0,4.68,Credit Card,2.96,3,North,-2.59,No
O121273,C12493,P221169,2025-03-02,1,0.0,84.45,Debit Card,6.55,5,West,23.01,No
O121274,C13577,P225741,2024-04-11,1,0.0,351.09,PayPal,8.21,5,West,90.1,No
O121275,C10188,P213280,2025-05-23,1,0.15,7.49,COD,2.93,3,Central,-2.33,No
O121276,C14076,P214469,2024-06-28,1,0.0,12.07,Credit Card,2.6,8,East,1.62,No
O121277,C10157,P215804,2025-02-09,1,0.0,12.76,Credit Card,6.49,6,East,-1.39,No
O121278,C17777,P237524,2023-09-26,1,0.1,140.73,Debit Card,8.31,6,East,8.58,Yes
O121279,C12717,P206025,2024-01-02,1,0.0,15.26,Credit Card,4.98,3,Central,1.12,No
O121280,C11970,P207455,2024-07-28,1,0.05,10.63,COD,4.15,4,North,-1.17,No
O121281,C10245,P210497,2024-08-14,1,0.0,27.56,Credit Card,5.68,3,North,-3.48,No
O121282,C12903,P201062,2025-07-20,1,0.1,62.5,Credit Card,7.2,4,Central,0.3,No
O121283,C17087,P228976,2025-02-09,1,0.15,55.46,COD,6.79,5,East,9.85,No
O121284,C12795,P242807,2023-11-12,1,0.1,104.77,PayPal,5.78,6,South,25.65,No
O121285,C17200,P225101,2025-09-11,3,0.0,340.68,Debit Card,8.37,5,South,93.83,No
O121286,C17528,P209574,2025-07-19,1,0.05,156.84,UPI,8.32,5,West,10.5,No
O121287,C13824,P247481,2025-03-30,1,0.05,37.09,Debit Card,5.9,6,East,7.08,No
O121288,C12377,P221352,2025-03-05,1,0.1,34.9,PayPal,2.78,5,East,9.43,No
O121289,C16655,P206066,2024-07-18,1,0.3,8.34,Debit Card,5.15,4,North,-2.23,No
O121290,C10849,P229661,2024-12-27,3,0.2,133.94,Wallet,8.59,7,East,31.59,No
O121291,C11810,P221784,2024-08-10,1,0.0,91.28,PayPal,7.63,3,Central,3.32,No
O121292,C15190,P238452,2025-08-31,4,0.1,56.81,Credit Card,5.83,3,North,11.21,No
O121293,C15432,P228682,2024-11-21,4,0.15,14.96,Credit Card,4.44,6,East,2.29,No
O121294,C13986,P210914,2025-02-04,1,0.0,235.54,Debit Card,8.92,3,North,19.34,No
O121295,C17895,P239606,2024-11-19,1,0.15,58.9,Credit Card,5.7,4,South,14.92,No
O121296,C12126,P234755,2024-10-12,1,0.15,1194.45,UPI,12.26,6,East,131.07,Yes
O121297,C14264,P204067,2025-07-02,1,0.05,115.42,PayPal,9.64,4,South,22.68,No
O121298,C16953,P236872,2024-06-27,1,0.15,9.96,Wallet,2.68,3,North,1.8,No
O121299,C13030,P212315,2024-10-06,1,0.1,7.82,Credit Card,2.96,5,East,0.56,No
O121300,C16323,P247926,2024-08-19,1,0.05,15.8,Credit Card,3.05,4,North,-1.79,No
O121301,C15747,P208877,2024-06-06,3,0.0,22.83,Credit Card,4.25,4,South,3.74,No
O121302,C12307,P232207,2024-02-03,1,0.05,7.58,Credit Card,3.68,5,Central,-0.65,No
O121303,C15605,P223038,2023-10-08,1,0.05,118.47,COD,7.49,5,West,28.05,No
O121304,C15891,P212869,2024-09-26,2,0.0,482.74,COD,8.78,6,South,49.15,No
O121305,C13076,P212058,2025-02-03,1,0.0,10.13,Credit Card,2.68,7,East,-1.87,No
O121306,C12344,P211017,2024-07-11,3,0.15,127.07,Debit Card,6.95,5,South,3.22,No
O121307,C10619,P203734,2025-06-04,1,0.3,54.8,Credit Card,7.19,4,North,8.15,No
O121308,C12902,P223188,2024-11-24,3,0.05,367.79,Credit Card,7.1,5,Central,95.88,No
O121309,C12407,P203500,2024-05-20,1,0.0,131.4,PayPal,8.72,6,South,43.84,No
O121310,C16260,P226626,2024-10-14,2,0.15,276.54,Credit Card,8.4,4,Central,69.03,No
O121311,C14452,P245098,2024-07-30,1,0.1,14.59,Debit Card,4.06,6,North,1.78,No
O121312,C13004,P205730,2025-02-11,3,0.1,478.47,Credit Card,8.61,5,East,48.81,No
O121313,C13914,P203261,2025-08-04,2,0.0,378.64,Debit Card,7.71,5,South,124.81,No
O121314,C12486,P245097,2024-09-30,1,0.05,154.92,Credit Card,8.33,6,Central,10.26,No
O121315,C13402,P204825,2024-10-24,1,0.0,26.21,COD,5.87,4,North,1.47,No
O121316,C13596,P201981,2024-11-23,1,0.0,53.17,Debit Card,5.94,4,North,15.33,No
O121317,C11677,P217031,2024-10-17,3,0.1,33.51,Debit Card,6.45,4,West,8.63,No
O121318,C15307,P215876,2025-05-14,5,0.05,117.7,PayPal,6.9,6,West,46.07,Yes
O121319,C14039,P201982,2024-07-25,1,0.0,146.69,Debit Card,8.04,4,North,33.03,No
O121320,C11304,P205255,2025-06-26,4,0.0,593.04,Debit Card,9.38,5,East,61.78,No
O121321,C15630,P210749,2024-12-03,1,0.05,12.19,COD,5.46,5,South,-0.58,No
O121322,C14093,P230214,2025-02-02,1,0.1,6.43,Credit Card,2.61,5,East,0.28,No
O121323,C15585,P228708,2025-05-08,1,0.0,29.43,Credit Card,6.22,5,South,-3.87,No
O121324,C17282,P202019,2025-05-21,1,0.15,106.8,UPI,6.02,4,West,23.88,No
O121325,C11963,P237442,2025-08-25,3,0.0,902.85,UPI,11.56,4,North,241.24,No
O121326,C13307,P240839,2023-10-17,1,0.0,4.91,Wallet,4.72,5,South,-4.33,No
O121327,C11361,P206980,2025-08-26,4,0.0,1506.64,Debit Card,11.16,5,West,169.64,No
O121328,C16665,P243524,2024-08-28,1,0.1,15.38,Debit Card,4.92,5,South,0.46,No
O121329,C14294,P209212,2024-06-16,1,0.05,52.17,Credit Card,5.22,7,East,9.39,No
O121330,C11787,P247982,2024-02-10,2,0.1,25.16,Credit Card,5.48,4,West,5.84,No
O121331,C11073,P225657,2023-11-04,1,0.2,18.02,Credit Card,5.03,5,East,3.08,No
O121332,C11165,P223486,2025-08-17,1,0.1,40.41,Credit Card,7.47,3,Central,6.67,No
O121333,C15902,P222375,2024-05-26,3,0.1,10.64,Credit Card,2.41,5,West,-1.56,No
O121334,C13599,P242982,2023-12-12,2,0.0,29.28,Credit Card,5.89,5,East,2.89,No
O121335,C15633,P220592,2023-10-19,2,0.0,155.42,Debit Card,7.52,3,Central,46.88,No
O121336,C12717,P232203,2023-11-29,1,0.05,39.62,Credit Card,4.88,4,Central,8.99,No
O121337,C17197,P236443,2024-12-19,1,0.0,5.95,Debit Card,3.3,5,West,-2.82,No
O121338,C13153,P234547,2023-12-07,1,0.05,16.28,Credit Card,4.63,4,West,-0.07,Yes
O121339,C14126,P226395,2024-01-14,2,0.0,11.42,Debit Card,1.14,6,East,4.0,No
O121340,C17915,P237305,2025-05-26,2,0.0,458.1,Debit Card,9.73,5,North,45.24,No
O121341,C13055,P217257,2024-05-16,1,0.0,37.52,Debit Card,5.3,5,South,7.83,No
O121342,C16476,P244610,2024-08-15,1,0.0,72.41,Debit Card,7.04,5,North,13.23,No
O121343,C10659,P229817,2025-05-23,3,0.0,276.6,UPI,6.89,5,West,76.09,No
O121344,C16320,P221150,2025-04-01,1,0.05,83.32,Credit Card,6.85,5,East,22.31,No
O121345,C16513,P219812,2025-05-02,1,0.0,15.88,Credit Card,4.28,4,Central,-3.01,No
O121346,C14642,P245750,2025-08-27,2,0.0,208.4,UPI,8.29,4,South,64.65,No
O121347,C12582,P221988,2025-08-09,1,0.05,19.77,UPI,6.26,7,East,1.65,No
O121348,C11129,P211108,2024-06-11,1,0.0,24.61,Credit Card,3.99,4,Central,2.9,No
O121349,C16240,P209219,2024-06-03,2,0.0,10.38,Debit Card,2.78,5,North,1.37,No
O121350,C16373,P224696,2024-10-30,1,0.0,7.52,Debit Card,3.64,4,West,-3.04,No
O121351,C12274,P225317,2025-03-13,1,0.0,21.42,PayPal,4.19,4,North,3.31,Yes
O121352,C14466,P203881,2024-04-04,1,0.1,134.16,Debit Card,8.98,3,North,28.58,No
O121353,C15219,P242469,2024-01-11,1,0.1,332.54,Debit Card,9.1,6,East,30.8,No
O121354,C11468,P242202,2025-04-17,1,0.0,71.07,PayPal,7.0,6,East,14.32,No
O121355,C15587,P223829,2025-01-03,2,0.0,44.58,Debit Card,5.57,5,South,12.26,No
O121356,C12102,P220736,2023-10-21,1,0.05,312.32,Credit Card,7.36,4,West,80.09,Yes
O121357,C13266,P211109,2024-08-21,1,0.0,99.1,Credit Card,8.0,5,North,19.75,No
O121358,C17687,P223443,2024-07-01,1,0.0,25.97,Debit Card,6.08,3,North,3.01,No
O121359,C12471,P205649,2023-10-02,2,0.0,73.6,Credit Card,7.23,4,North,18.53,Yes
O121360,C16458,P244741,2025-07-30,2,0.05,24.15,Credit Card,4.83,6,East,3.62,No
O121361,C11151,P227211,2023-12-26,1,0.05,79.13,COD,8.4,5,North,1.1,No
O121362,C16175,P221392,2023-09-12,2,0.0,61.98,Credit Card,6.89,6,East,14.8,No
O121363,C10092,P207317,2024-07-17,1,0.2,27.86,Credit Card,5.49,6,Central,-3.26,No
O121364,C12566,P211031,2023-11-27,2,0.0,205.4,Credit Card,7.76,5,North,64.13,No
O121365,C11281,P249363,2025-04-29,1,0.3,42.53,UPI,6.64,5,South,8.25,No
O121366,C12900,P213963,2025-06-22,2,0.1,318.76,COD,8.54,4,West,80.71,No
O121367,C16021,P232003,2024-02-19,1,0.0,26.94,Debit Card,3.27,5,South,-1.11,No
O121368,C15339,P205508,2024-12-26,1,0.15,42.99,Debit Card,5.47,5,North,11.73,No
O121369,C12799,P237785,2023-12-04,1,0.0,57.96,Wallet,6.96,5,East,13.33,Yes
O121370,C13177,P208122,2024-02-10,1,0.0,57.96,Credit Card,5.71,3,North,11.68,No
O121371,C15667,P224509,2024-09-21,1,0.0,5.14,PayPal,4.22,4,Central,-2.16,No
O121372,C14511,P244036,2024-07-25,1,0.0,1.09,Credit Card,0.64,6,West,-0.55,No
O121373,C12604,P225497,2024-02-25,2,0.0,29.48,Debit Card,3.94,5,South,-1.58,No
O121374,C13881,P214418,2024-02-21,1,0.0,214.84,PayPal,9.96,4,West,15.82,No
O121375,C17476,P243159,2024-11-18,1,0.0,20.93,Credit Card,4.83,4,Central,1.03,No
O121376,C12413,P204062,2024-05-08,1,0.15,35.8,UPI,6.82,5,East,3.92,No
O121377,C11544,P246814,2025-06-12,1,0.0,9.33,Debit Card,3.57,5,North,-2.82,No
O121378,C13530,P207348,2024-11-19,5,0.3,1916.04,Debit Card,12.49,5,West,217.43,No
O121379,C12646,P240710,2023-11-15,2,0.0,119.54,Credit Card,7.54,4,North,25.93,No
O121380,C17537,P207945,2025-01-09,4,0.0,602.36,COD,8.14,5,Central,160.52,No
O121381,C16474,P201493,2025-06-29,1,0.05,15.02,PayPal,4.36,4,North,-0.15,No
O121382,C14784,P212699,2024-07-03,1,0.0,441.89,Credit Card,9.7,6,East,114.03,No
O121383,C15761,P217981,2024-11-29,1,0.0,479.3,Credit Card,8.92,5,North,125.28,No
O121384,C17874,P235196,2025-03-23,4,0.05,41.38,Credit Card,5.86,5,Central,-2.55,No
O121385,C12058,P211187,2024-08-18,5,0.05,109.63,Debit Card,6.13,4,South,37.72,No
O121386,C16961,P247893,2024-09-24,1,0.0,152.22,Debit Card,8.01,6,North,37.66,No
O121387,C15626,P216696,2025-08-19,1,0.0,473.38,Credit Card,8.25,6,East,124.3,No
O121388,C14514,P231583,2023-10-14,2,0.15,19.31,Credit Card,4.75,4,North,-3.21,No
O121389,C11145,P210634,2025-08-31,1,0.2,406.06,Wallet,10.7,7,West,38.03,No
O121390,C10910,P228557,2024-06-23,1,0.05,113.46,COD,5.01,5,East,8.61,No
O121391,C13306,P239454,2024-03-14,1,0.0,3.2,UPI,3.23,5,East,-2.97,No
O121392,C15450,P200003,2025-02-28,1,0.0,33.54,Debit Card,5.74,3,Central,9.35,No
O121393,C11566,P239829,2024-02-21,1,0.0,887.26,Credit Card,9.2,6,South,97.27,No
O121394,C12395,P241845,2023-12-03,5,0.0,60.2,Debit Card,6.21,4,South,-1.39,No
O121395,C13005,P212380,2024-03-15,1,0.15,9.41,Credit Card,5.39,3,North,-4.64,No
O121396,C14507,P221602,2024-10-27,1,0.1,10.94,Credit Card,4.2,5,West,-3.32,No
O121397,C15343,P249343,2024-12-23,2,0.05,207.21,PayPal,8.6,3,Central,63.92,No
O121398,C14248,P202380,2024-01-31,1,0.0,84.14,UPI,8.05,4,North,21.4,No
O121399,C15331,P217619,2024-04-26,1,0.0,223.01,UPI,9.43,6,West,53.01,No
O121400,C10091,P207762,2024-04-04,1,0.15,4.9,COD,1.45,6,East,0.76,No
O121401,C13992,P227854,2025-06-09,1,0.0,19.78,PayPal,4.51,4,South,-2.93,No
O121402,C10330,P245682,2025-05-09,1,0.0,20.25,Credit Card,3.73,4,Central,-2.11,No
O121403,C17634,P211225,2024-09-19,1,0.1,2.58,Wallet,1.99,7,East,-1.78,No
O121404,C15760,P245628,2024-11-13,1,0.1,231.52,UPI,8.31,5,West,19.47,No
O121405,C10954,P235171,2025-08-01,5,0.05,95.62,COD,6.27,3,Central,22.42,No
O121406,C13780,P238789,2025-04-26,1,0.0,11.95,Credit Card,3.66,6,East,1.12,No
O121407,C17113,P239502,2024-01-02,2,0.0,110.74,COD,5.99,5,West,32.77,No
O121408,C12601,P212483,2024-01-17,2,0.1,30.8,Credit Card,4.76,4,West,6.02,No
O121409,C12977,P224837,2024-11-01,1,0.0,23.94,Credit Card,3.73,5,East,3.45,No
O121410,C15347,P202369,2024-06-24,1,0.05,361.48,Credit Card,8.49,6,East,34.89,Yes
O121411,C14289,P202467,2023-12-28,1,0.1,21.67,Debit Card,4.01,3,Central,-2.28,No
O121412,C10529,P232241,2024-08-20,1,0.0,104.47,COD,7.25,5,East,5.29,Yes
O121413,C12892,P242894,2025-01-10,3,0.0,956.67,Credit Card,8.86,3,North,259.01,No
O121414,C11266,P213607,2023-12-17,1,0.0,18.59,Credit Card,2.32,5,East,-0.83,No
O121415,C17556,P234027,2024-01-02,1,0.0,15.92,Credit Card,2.38,6,East,-1.11,No
O121416,C17443,P245736,2025-04-18,5,0.0,22.7,UPI,3.89,5,East,5.19,No
