product_id,category,price,profit_margin
P242137,Toys,2.9,0.29
P208298,Sports,215.38,56.72
P229484,Home,85.1,14.26
P231988,Electronics,382.58,32.82
P200249,Beauty,7.42,0.9
P249977,Toys,11.9,1.83
P246242,Grocery,18.81,-4.04
P241164,Sports,129.58,33.62
P241343,Beauty,16.85,3.7
P244692,Electronics,197.32,37.92
P236291,Fashion,90.58,24.04
P237895,Electronics,69.07,2.74
P202111,Sports,109.23,26.41
P232846,Grocery,40.5,-1.51
P239110,Fashion,9.48,0.85
P207536,Home,41.29,7.37
P207800,Toys,10.13,0.68
P220414,Fashion,54.25,12.28
P226722,Fashion,33.21,6.49
P241729,Beauty,8.44,-0.02
P225853,Toys,19.81,4.08
P224153,Toys,5.01,1.18
P220634,Beauty,44.24,50.27
P221797,Grocery,15.41,-2.76
P228048,Beauty,29.72,7.15
P227163,Grocery,6.27,-1.34
P213711,Sports,210.46,305.43
P214101,Electronics,394.09,31.75
P204064,Grocery,5.77,-3.09
P206098,Beauty,9.79,0.34
P232337,Fashion,22.76,3.47
P216997,Fashion,86.5,22.18
P236095,Electronics,355.22,70.3
P247672,Toys,45.84,13.77
P213431,Home,314.69,76.05
P226150,Home,159.27,77.19
P210066,Grocery,2.8,-1.82
P214754,Fashion,36.9,7.61
P206726,Grocery,26.13,-1.48
P228586,Electronics,198.35,35.95
P223104,Electronics,154.58,28.51
P216877,Fashion,16.0,12.32
P239594,Home,31.54,1.17
P220890,Home,385.04,98.04
P215125,Electronics,271.17,22.19
P235605,Grocery,20.12,-2.93
P217982,Fashion,34.82,7.25
P242500,Beauty,69.88,24.7
P203162,Grocery,7.98,-2.99
P242769,Toys,12.91,-0.1
P207025,Grocery,4.02,-2.9
P200741,Electronics,729.25,72.53
P234600,Grocery,8.61,-3.28
P209085,Toys,13.97,1.47
P248787,Beauty,4.35,0.76
P218626,Electronics,213.25,15.97
P214255,Home,113.46,21.08
P236469,Home,36.8,6.77
P209252,Electronics,535.37,52.52
P201889,Home,30.07,2.47
P220046,Toys,8.57,-0.79
P225532,Grocery,41.3,0.58
P202406,Toys,21.27,1.7
P205936,Electronics,440.49,43.14
P218096,Fashion,42.91,8.8
P244828,Fashion,26.76,5.63
P218113,Fashion,20.99,7.97
P205429,Grocery,4.36,-2.96
P228560,Beauty,17.17,3.87
P228198,Beauty,40.07,80.96
P211100,Toys,84.16,28.63
P249021,Electronics,197.96,15.49
P242757,Fashion,35.36,18.52
P230652,Fashion,21.32,2.22
P217674,Electronics,86.88,4.33
P229654,Electronics,309.72,29.54
P244255,Electronics,220.11,15.76
P234475,Home,25.29,2.54
P241646,Sports,43.68,31.48
P229435,Toys,7.85,0.62
P200599,Toys,9.02,1.89
P219637,Fashion,30.1,6.32
P235656,Toys,3.35,-0.04
P233992,Fashion,9.87,5.06
P248157,Toys,24.47,4.99
P215049,Toys,3.96,-0.8
P208689,Electronics,63.67,2.14
P248481,Toys,21.45,4.48
P242434,Fashion,22.42,2.98
P209549,Beauty,11.89,-0.06
P248606,Toys,3.58,0.91
P237573,Beauty,3.96,0.38
P209855,Beauty,20.06,3.83
P231149,Fashion,75.09,18.86
P207080,Fashion,87.79,24.76
P246963,Sports,248.36,66.39
P248958,Beauty,3.09,-1.29
P234598,Electronics,561.5,103.99
P243195,Toys,21.56,3.88
P234561,Grocery,8.43,-2.31
P213180,Home,63.55,10.84
P232037,Fashion,8.06,3.41
P211297,Toys,47.34,9.8
P229930,Beauty,18.21,5.75
P227917,Electronics,128.1,3.02
P204662,Grocery,5.39,-1.39
P225699,Beauty,51.55,16.35
P244533,Beauty,37.86,11.24
P227392,Grocery,2.65,-1.75
P244185,Toys,2.62,-0.08
P230200,Sports,40.05,6.68
P212742,Toys,23.84,10.55
P203764,Electronics,72.58,-0.16
P227884,Electronics,179.47,33.44
P219896,Electronics,319.65,30.75
P226589,Electronics,931.25,211.43
P205309,Home,371.32,302.22
P225000,Toys,10.97,0.04
P221154,Electronics,229.3,19.02
P222068,Home,40.87,3.89
P219100,Home,87.72,17.68
P236060,Electronics,145.4,8.63
P220575,Electronics,75.64,1.78
P234026,Beauty,56.75,16.32
P209586,Electronics,103.53,6.42
P200893,Electronics,400.47,39.96
P236225,Electronics,150.81,10.62
P236979,Toys,26.78,15.24
P204693,Beauty,48.7,14.23
P230591,Toys,14.49,1.05
P223350,Grocery,4.04,-2.97
P214887,Grocery,36.38,-3.26
P201108,Home,161.53,39.03
P203141,Toys,4.16,-0.48
P204895,Grocery,4.38,-1.58
P227360,Grocery,46.86,7.27
P237395,Home,95.91,18.86
P219139,Grocery,14.89,-1.53
P210322,Beauty,13.42,5.71
P218923,Sports,222.86,40.3
P246350,Home,163.58,173.66
P209212,Beauty,36.86,9.26
P249407,Electronics,204.83,15.74
P231948,Beauty,5.98,1.26
P249228,Beauty,5.0,-2.35
P238978,Beauty,8.29,0.75
P202667,Fashion,17.59,6.4
P208681,Beauty,52.6,41.23
P227141,Toys,34.27,7.37
P240706,Electronics,267.2,117.08
P205129,Beauty,21.24,4.26
P240585,Toys,30.06,5.63
P206320,Home,335.98,177.51
P204757,Toys,8.33,0.25
P202498,Beauty,58.1,20.33
P202701,Sports,174.57,39.0
P223564,Sports,31.95,21.7
P218026,Grocery,17.09,-2.35
P244376,Electronics,216.27,18.45
P239640,Electronics,946.01,206.54
P219560,Toys,13.0,6.28
P212417,Home,236.96,58.31
P204056,Home,185.06,44.06
P244846,Electronics,770.01,80.99
P245371,Electronics,75.9,1.62
P200706,Electronics,337.67,27.65
P231475,Beauty,14.65,2.71
P202465,Fashion,112.8,26.56
P244362,Grocery,17.57,-3.55
P244945,Grocery,12.65,-1.61
P239364,Grocery,30.03,-4.67
P238703,Home,59.15,9.07
P200617,Grocery,7.49,-2.77
P203892,Sports,16.81,2.01
P204925,Fashion,11.79,3.95
P210647,Home,31.2,1.95
P234897,Grocery,29.0,-3.9
P218565,Home,126.85,61.38
P231288,Fashion,49.04,11.94
P230808,Sports,71.22,52.79
P207791,Beauty,4.2,-0.73
P239852,Sports,22.99,0.86
P214383,Beauty,12.2,2.14
P217407,Electronics,644.51,66.02
P224552,Fashion,8.64,-0.3
P247931,Home,42.54,5.55
P224106,Fashion,17.22,2.65
P243094,Home,141.67,29.95
P248359,Home,42.76,6.82
P224218,Beauty,27.2,7.58
P215797,Fashion,102.37,24.93
P244604,Beauty,21.36,4.07
P218085,Fashion,317.83,102.05
P209919,Beauty,5.18,1.2
P229458,Sports,98.57,109.6
P219954,Grocery,5.71,-2.16
P235901,Fashion,110.18,106.45
P244146,Sports,56.89,11.98
P209876,Grocery,5.29,-3.81
P213780,Fashion,20.53,2.0
P241610,Home,25.94,0.48
P245676,Electronics,173.31,70.05
P222321,Toys,21.55,4.68
P223700,Grocery,6.56,-5.19
P211722,Fashion,74.71,20.53
P228217,Electronics,301.55,26.63
P216056,Home,852.42,180.91
P212735,Fashion,12.74,3.68
P217624,Electronics,389.61,36.84
P245567,Fashion,38.38,6.42
P220386,Home,39.79,4.29
P209623,Beauty,4.84,1.21
P228957,Electronics,142.99,8.88
P205934,Grocery,3.46,-2.33
P239202,Grocery,5.72,-4.01
P215032,Toys,8.0,-0.15
P216719,Home,118.03,50.19
P235072,Toys,41.06,10.17
P239194,Home,263.18,61.39
P240563,Home,99.47,19.73
P237736,Fashion,129.75,38.18
P219651,Sports,110.51,21.43
P233050,Fashion,14.36,0.66
P217135,Home,220.54,53.65
P224148,Electronics,604.26,54.88
P244537,Electronics,278.95,21.67
P241534,Home,42.72,17.45
P239165,Electronics,322.65,64.31
P226923,Sports,226.51,54.68
P209764,Sports,97.4,51.75
P239058,Sports,12.81,0.95
P201007,Sports,151.03,36.85
P242584,Electronics,290.32,50.41
P235707,Toys,94.34,29.41
P238358,Grocery,44.9,-3.17
P215189,Grocery,17.74,-1.53
P203361,Beauty,42.14,12.16
P237379,Fashion,36.73,20.2
P243463,Home,174.91,38.56
P207938,Sports,11.24,10.55
P238794,Toys,8.17,-0.54
P224101,Home,105.94,22.76
P221313,Home,19.05,2.04
P228093,Toys,13.64,0.04
P234703,Beauty,18.22,4.05
P222789,Electronics,465.07,85.33
P224866,Sports,73.15,10.68
P227786,Home,247.18,51.88
P214542,Sports,212.18,107.42
P204349,Grocery,1.15,-1.72
P216121,Toys,18.17,9.51
P215556,Fashion,12.43,2.18
P225585,Electronics,589.77,61.76
P220669,Grocery,9.35,-1.94
P234822,Toys,54.23,15.43
P201183,Fashion,26.1,3.17
P210302,Electronics,1179.05,130.15
P211225,Grocery,2.87,-1.78
P220180,Toys,21.52,4.0
P210859,Home,331.25,74.51
P228245,Beauty,75.72,127.53
P244506,Toys,18.7,10.0
P240812,Electronics,323.02,30.63
P231708,Electronics,461.33,154.23
P208642,Fashion,47.86,11.47
P207521,Fashion,38.4,8.26
P249105,Home,38.17,4.17
P247344,Home,56.9,9.82
P236795,Toys,6.97,-0.65
P217412,Beauty,8.7,0.3
P212230,Sports,175.01,199.4
P201329,Fashion,40.76,48.77
P207252,Fashion,62.6,13.58
P236752,Fashion,58.25,14.19
P202904,Sports,60.71,10.41
P238362,Home,60.6,8.98
P226204,Fashion,66.26,17.86
P244445,Home,114.66,23.68
P201770,Beauty,49.63,14.11
P214774,Electronics,232.47,18.64
P226943,Toys,62.37,17.81
P242008,Electronics,440.22,80.5
P240106,Fashion,54.0,22.87
P205423,Grocery,29.76,-3.11
P234212,Home,153.1,28.25
P203962,Electronics,157.12,10.58
P213293,Fashion,48.62,6.76
P201339,Beauty,41.82,47.64
P241290,Home,10.66,-0.13
P203537,Toys,7.6,5.17
P213199,Sports,24.66,2.28
P247937,Beauty,8.9,10.19
P231877,Electronics,466.2,46.83
P233783,Home,136.91,154.1
P200233,Sports,197.62,45.43
P218476,Beauty,11.26,2.37
P226163,Home,75.54,15.14
P231226,Beauty,5.42,5.01
P235617,Fashion,76.57,20.14
P226848,Electronics,172.97,12.95
P211295,Electronics,105.45,17.1
P211084,Toys,25.22,5.69
P207710,Home,132.63,32.36
P216643,Home,112.5,25.22
P217270,Electronics,792.16,292.0
P239745,Sports,426.12,119.03
P236085,Home,357.33,348.48
P247769,Home,36.67,24.84
P201012,Electronics,545.26,56.28
P233284,Home,222.91,47.78
P233757,Sports,37.28,5.64
P204548,Home,84.11,14.96
P226067,Fashion,14.21,-0.06
P235444,Beauty,12.77,1.71
P244702,Beauty,92.93,25.77
P213218,Grocery,3.97,-1.83
P235464,Toys,23.02,19.96
P214839,Fashion,12.37,1.4
P210266,Home,90.86,31.83
P218492,Beauty,6.66,-0.63
P241860,Electronics,209.05,14.69
P232055,Fashion,122.05,34.42
P222718,Fashion,26.22,3.66
P238970,Home,158.58,36.59
P232975,Grocery,10.0,-2.26
P217581,Toys,14.2,10.47
P234484,Electronics,231.59,15.49
P230189,Fashion,16.52,2.15
P207447,Home,12.58,-1.5
P220058,Toys,21.78,27.21
P240526,Fashion,33.96,5.36
P239518,Sports,265.77,70.93
P210183,Electronics,293.62,22.27
P249130,Toys,35.63,22.81
P224509,Toys,5.14,-2.16
P247155,Sports,224.91,106.26
P220578,Fashion,21.66,17.92
P202302,Grocery,6.55,-1.29
P205355,Fashion,65.56,13.69
P225305,Fashion,41.23,8.85
P227554,Home,75.78,15.64
P222289,Home,31.1,3.17
P210892,Grocery,5.62,-1.24
P243622,Toys,6.54,-0.54
P234064,Fashion,27.18,4.81
P247660,Sports,83.54,17.14
P235218,Electronics,417.7,34.83
P235472,Sports,87.09,18.79
P223886,Fashion,62.49,15.97
P233521,Electronics,72.44,2.03
P232477,Toys,28.71,5.71
P230975,Toys,5.76,5.8
P247095,Grocery,9.74,-1.16
P215293,Fashion,46.1,5.5
P222989,Grocery,14.2,-1.84
P226851,Sports,21.31,-0.02
P231900,Toys,32.05,6.08
P242043,Sports,14.48,3.5
P217503,Toys,67.26,19.3
P208855,Electronics,185.99,27.28
P205816,Sports,129.57,30.7
P211412,Beauty,14.0,1.8
P244859,Grocery,11.27,-3.19
P237739,Electronics,127.21,4.86
P225480,Sports,37.52,5.14
P243313,Grocery,4.34,-1.21
P225185,Home,51.93,8.44
P210940,Toys,42.88,59.72
P243688,Home,197.45,154.57
P226406,Fashion,43.75,9.7
P235663,Grocery,6.92,-2.19
P212015,Home,101.69,19.93
P248981,Toys,9.28,2.5
P230437,Sports,244.48,64.15
P212300,Electronics,853.45,93.78
P215771,Toys,3.65,-1.4
P236285,Electronics,59.13,-0.25
P235451,Grocery,42.46,-3.08
P226740,Fashion,60.03,14.82
P220916,Fashion,20.67,1.69
P214158,Electronics,92.61,4.7
P230715,Sports,81.97,90.83
P243353,Home,48.91,6.73
P239853,Electronics,264.45,17.15
P242178,Sports,24.52,8.38
P227982,Beauty,24.48,4.74
P218131,Electronics,365.05,34.25
P249559,Beauty,14.29,7.54
P237815,Grocery,3.0,-2.41
P213020,Home,53.52,10.29
P234269,Fashion,32.35,6.18
P239907,Fashion,55.29,26.29
P219099,Fashion,48.45,11.15
P206737,Toys,83.43,55.61
P231269,Fashion,10.73,-0.16
P227203,Fashion,51.63,27.07
P224440,Beauty,15.12,3.32
P247543,Fashion,193.92,57.63
P225637,Beauty,25.88,4.42
P240831,Toys,42.99,8.54
P209761,Beauty,27.64,18.55
P204937,Electronics,414.18,41.24
P222578,Grocery,1.15,-1.86
P246390,Fashion,39.42,8.32
P227892,Fashion,88.94,24.18
P217622,Toys,15.54,8.73
P241941,Beauty,16.26,3.45
P216255,Beauty,19.31,22.58
P219357,Electronics,130.54,7.04
P206900,Fashion,81.12,23.93
P201243,Electronics,553.89,116.04
P221375,Electronics,298.41,26.66
P211447,Home,147.65,33.48
P209379,Electronics,65.36,2.73
P245053,Fashion,45.26,7.94
P216017,Fashion,62.97,58.59
P229092,Home,172.84,38.11
P228216,Fashion,51.76,6.19
P215706,Electronics,172.57,13.58
P243256,Fashion,57.48,13.87
P207071,Beauty,18.23,31.72
P245940,Toys,9.75,2.54
P200228,Toys,6.11,-2.95
P212021,Fashion,58.82,78.79
P248183,Grocery,3.14,-1.42
P213604,Toys,14.47,1.4
P247243,Toys,25.88,4.56
P233379,Fashion,140.72,41.64
P227935,Home,206.0,48.9
P210142,Beauty,12.98,1.62
P243646,Beauty,51.94,14.41
P207233,Sports,148.66,33.32
P212461,Beauty,18.67,4.24
P213586,Grocery,23.5,-3.72
P240253,Toys,62.42,13.34
P200138,Toys,9.61,0.05
P243562,Home,77.89,14.74
P208154,Fashion,35.65,7.72
P234740,Sports,372.45,103.92
P205623,Toys,16.47,1.4
P207302,Electronics,232.47,19.7
P240864,Grocery,12.33,-4.34
P231972,Fashion,77.35,18.7
P225956,Toys,16.67,1.58
P214595,Toys,26.1,4.17
P205259,Toys,53.98,35.73
P226321,Toys,30.55,4.56
P205260,Toys,65.71,17.35
P222297,Toys,12.89,3.74
P242971,Grocery,1.01,-3.27
P210309,Home,34.14,4.57
P223735,Electronics,126.43,6.67
P219973,Electronics,246.86,21.15
P248991,Grocery,6.97,-1.41
P201660,Fashion,12.56,-0.55
P226447,Beauty,10.52,2.8
P212601,Beauty,11.03,1.67
P232187,Grocery,3.79,-2.83
P215515,Toys,17.65,3.38
P248093,Grocery,33.7,-3.72
P201998,Electronics,127.97,33.69
P208773,Beauty,6.52,-0.77
P235483,Home,148.14,35.19
P207408,Home,15.01,2.72
P214082,Electronics,192.03,14.6
P241551,Toys,9.98,-0.09
P207714,Fashion,73.28,70.22
P247553,Beauty,6.73,0.55
P248717,Sports,33.96,4.21
P226360,Beauty,13.65,1.01
P205805,Beauty,29.62,5.33
P245154,Sports,14.81,6.72
P220454,Grocery,21.71,-5.29
P212363,Sports,11.0,-0.42
P208090,Grocery,2.99,-4.16
P202536,Sports,72.51,15.53
P243062,Beauty,19.45,2.53
P217202,Toys,107.82,37.69
P221634,Fashion,120.7,36.14
P238008,Grocery,2.72,-1.33
P210251,Grocery,52.91,-0.95
P202878,Electronics,298.09,15.4
P237668,Sports,87.43,20.37
P231229,Home,73.51,12.17
P223130,Beauty,4.43,0.47
P219790,Fashion,16.71,2.25
P204655,Home,79.48,16.94
P232228,Grocery,4.18,-5.03
P209404,Toys,3.9,-1.11
P222482,Fashion,118.02,73.76
P243024,Electronics,141.7,57.87
P223540,Home,64.35,10.92
P214358,Fashion,18.62,1.35
P220179,Sports,66.07,13.03
P233763,Beauty,51.4,62.93
P200559,Grocery,2.81,-0.42
P230451,Home,148.65,32.58
P216319,Electronics,371.93,211.6
P202858,Home,23.0,5.79
P238065,Beauty,3.66,1.65
P229477,Home,221.76,199.14
P203543,Home,161.44,38.17
P210898,Fashion,80.03,18.82
P213341,Grocery,6.98,-4.21
P207469,Electronics,50.78,0.05
P200240,Toys,31.91,8.14
P245308,Home,18.35,1.95
P238620,Grocery,36.11,-3.02
P242829,Electronics,377.49,36.63
P243127,Fashion,38.92,7.64
P240305,Sports,50.83,52.79
P231623,Fashion,10.96,-0.5
P204564,Beauty,14.3,2.82
P204161,Sports,41.36,7.91
P206164,Toys,19.56,2.49
P206489,Fashion,24.56,4.25
P243790,Electronics,313.25,28.63
P201725,Electronics,945.82,104.02
P221118,Toys,5.42,-1.72
P244693,Electronics,537.3,47.15
P224742,Grocery,13.42,-2.86
P200765,Sports,54.81,39.78
P227157,Home,126.32,98.71
P203796,Toys,28.65,5.58
P208551,Beauty,28.12,21.44
P244690,Beauty,13.33,1.99
P210038,Sports,37.31,27.03
P235416,Home,147.45,34.21
P208066,Beauty,13.91,20.81
P248643,Fashion,48.57,9.35
P241185,Fashion,21.09,3.13
P239491,Fashion,134.42,33.08
P239222,Grocery,11.15,-2.98
P249408,Beauty,18.59,9.89
P246857,Home,172.64,35.47
P202419,Electronics,868.5,94.06
P228544,Beauty,13.63,3.99
P207637,Toys,4.7,-0.21
P244587,Grocery,7.28,-2.78
P234956,Home,74.49,24.76
P210995,Sports,13.85,0.53
P241124,Grocery,16.68,-3.11
P231113,Electronics,318.02,22.95
P215987,Electronics,829.64,89.61
P226511,Home,100.44,75.64
P225939,Grocery,17.46,-1.55
P207224,Home,35.87,1.68
P249349,Beauty,42.57,14.56
P238258,Fashion,62.24,15.55
P249403,Fashion,50.08,10.33
P247876,Beauty,32.34,7.46
P207114,Fashion,59.41,12.96
P214171,Fashion,26.16,3.85
P236350,Sports,28.83,4.9
P223399,Home,294.78,73.62
P230505,Beauty,52.72,34.62
P228299,Beauty,8.41,0.23
P203291,Home,83.55,38.6
P238428,Sports,70.62,10.29
P228965,Beauty,6.72,2.79
P245306,Grocery,23.01,-2.94
P230382,Beauty,50.21,16.63
P201713,Home,28.13,2.94
P242515,Beauty,27.51,5.18
P249152,Electronics,195.68,14.88
P247455,Toys,38.69,9.55
P223461,Electronics,457.28,39.97
P246922,Grocery,5.37,-2.75
P200744,Home,10.7,3.5
P244482,Toys,12.09,0.8
P201820,Fashion,106.41,141.61
P226601,Home,15.39,3.3
P216016,Electronics,518.88,51.18
P200751,Home,22.35,0.73
P221122,Home,62.25,11.23
P205350,Home,85.94,14.69
P242241,Electronics,232.03,21.67
P249747,Electronics,163.35,51.17
P218261,Electronics,291.37,113.36
P237851,Fashion,20.85,1.28
P211660,Home,45.65,5.72
P221427,Fashion,46.77,32.71
P210905,Beauty,10.4,1.57
P222183,Sports,164.89,37.44
P249801,Toys,2.22,-1.04
P230131,Fashion,102.7,28.92
P218830,Grocery,2.58,-0.7
P214581,Toys,131.44,45.29
P205773,Electronics,492.11,47.7
P249313,Sports,190.61,49.44
P206143,Home,264.18,66.55
P207421,Electronics,591.7,132.11
P224416,Home,10.88,-1.17
P227768,Toys,19.58,5.27
P227442,Toys,29.06,6.39
P242026,Toys,28.52,7.23
P200107,Electronics,737.07,226.05
P217875,Home,281.78,137.83
P224122,Electronics,939.07,90.42
P218471,Fashion,20.02,2.22
P200739,Electronics,145.74,8.75
P203679,Grocery,2.25,-2.84
P213648,Fashion,65.21,16.32
P235446,Toys,18.83,0.19
P206003,Electronics,873.07,73.66
P217114,Fashion,5.18,1.1
P220855,Electronics,232.43,18.2
P200000,Sports,133.15,28.35
P217717,Fashion,58.38,13.67
P231257,Electronics,118.7,7.43
P241057,Fashion,21.62,1.38
P234566,Sports,95.66,20.14
P228327,Sports,39.23,5.73
P225189,Electronics,117.67,6.72
P219069,Electronics,132.5,9.32
P241593,Fashion,45.66,11.57
P245097,Electronics,163.07,10.26
P222240,Grocery,5.84,-0.96
P241352,Fashion,59.87,16.3
P200437,Grocery,2.24,-3.59
P240949,Fashion,55.77,11.87
P242268,Beauty,17.76,4.34
P211532,Electronics,502.55,160.54
P211707,Sports,168.38,83.71
P228459,Toys,40.37,10.54
P217940,Fashion,58.89,14.98
P244732,Toys,36.44,10.01
P235368,Home,251.39,55.16
P228846,Fashion,24.31,10.19
P213733,Electronics,228.73,40.72
P207657,Home,15.1,-0.73
P216631,Home,79.5,8.97
P245506,Electronics,190.4,57.59
P231689,Electronics,905.49,98.85
P230956,Toys,13.27,0.0
P214630,Toys,87.3,53.31
P240322,Home,283.99,72.23
P246888,Electronics,862.93,82.32
P227339,Toys,119.63,40.55
P236892,Toys,2.96,-1.8
P239070,Fashion,13.64,-0.0
P206775,Toys,69.59,43.01
P227230,Sports,20.24,2.39
P239300,Grocery,7.11,-3.73
P239478,Home,146.01,32.28
P225339,Beauty,13.21,6.49
P200081,Electronics,251.57,79.72
P222795,Toys,8.31,-1.65
P203770,Toys,12.96,1.28
P224614,Beauty,67.03,82.66
P247636,Home,135.09,29.17
P218976,Toys,2.63,0.81
P224102,Toys,2.14,-0.9
P240472,Toys,4.86,-0.53
P206741,Toys,8.01,-1.07
P202595,Beauty,17.93,8.64
P206244,Grocery,24.75,-3.25
P236848,Electronics,373.57,75.47
P203151,Fashion,16.68,0.55
P209064,Fashion,112.99,33.82
P206712,Fashion,10.14,4.56
P200789,Fashion,53.25,13.2
P201547,Toys,34.23,9.01
P239075,Fashion,50.75,11.02
P214563,Electronics,369.72,34.44
P248611,Fashion,92.51,24.87
P221061,Home,83.86,17.65
P240294,Grocery,16.11,-4.24
P214850,Grocery,19.05,-4.42
P214114,Electronics,266.12,20.48
P235918,Electronics,638.24,61.67
P206238,Toys,37.06,20.83
P213292,Fashion,79.93,21.29
P247810,Beauty,32.42,9.03
P221556,Fashion,20.27,4.56
P217690,Grocery,32.81,-2.55
P202817,Grocery,3.67,-3.0
P214371,Electronics,101.79,17.89
P229632,Beauty,47.84,35.63
P210729,Electronics,331.45,132.45
P209591,Sports,126.47,32.18
P244289,Sports,26.06,4.3
P206867,Electronics,1259.33,289.98
P210006,Grocery,1.36,-2.1
P236424,Beauty,19.56,4.56
P213930,Toys,2.69,-1.22
P214260,Toys,3.34,-1.29
P237391,Toys,16.78,8.24
P223613,Home,130.93,27.42
P219529,Electronics,227.47,71.35
P202533,Grocery,8.77,-1.75
P206305,Sports,109.53,20.34
P201658,Home,40.07,37.62
P241176,Grocery,4.88,-1.49
P223116,Electronics,247.73,18.19
P227153,Electronics,175.92,6.62
P210704,Fashion,71.48,41.98
P235183,Grocery,2.56,-2.25
P236273,Grocery,2.91,0.2
P208199,Fashion,46.69,11.04
P214978,Fashion,5.18,-1.38
P223781,Toys,20.78,2.38
P245298,Toys,19.63,9.71
P221851,Fashion,26.68,4.47
P232991,Toys,10.34,1.98
P249796,Electronics,244.9,20.35
P227738,Electronics,303.64,29.27
P220673,Toys,2.98,0.39
P243484,Beauty,9.89,0.11
P220655,Fashion,12.85,0.79
P232921,Beauty,23.08,7.03
P206222,Beauty,48.64,14.68
P207691,Grocery,2.3,-2.33
P233305,Electronics,151.73,42.79
P246765,Home,58.63,9.75
P233343,Fashion,16.74,-0.19
P229101,Fashion,20.07,2.35
P227122,Sports,10.72,0.1
P247424,Fashion,35.41,8.43
P202205,Toys,55.54,15.84
P221629,Fashion,16.58,-0.1
P244293,Electronics,186.87,13.94
P249633,Sports,52.32,7.3
P221187,Grocery,11.02,-2.59
P239369,Toys,5.13,0.54
P209797,Fashion,69.2,13.95
P237275,Sports,63.09,30.81
P203464,Home,113.16,22.2
P230492,Beauty,5.28,-0.58
P249515,Home,109.47,21.98
P240795,Grocery,1.05,-2.09
P225646,Electronics,187.23,11.44
P243302,Toys,21.24,2.88
P248945,Grocery,1.31,-0.86
P220962,Sports,25.03,1.61
P231803,Sports,199.09,110.24
P238859,Fashion,42.12,6.22
P237917,Toys,28.43,3.81
P209355,Sports,162.39,34.66
P240476,Electronics,92.52,13.79
P238439,Sports,206.82,53.77
P216855,Fashion,76.63,43.67
P228899,Electronics,219.47,28.64
P225230,Electronics,274.82,55.46
P224634,Fashion,105.04,25.96
P215920,Beauty,41.2,13.39
P222432,Fashion,145.13,44.33
P243251,Grocery,6.27,-2.49
P248336,Fashion,19.95,2.13
P207840,Home,18.34,15.44
P207085,Toys,8.19,-0.26
P245166,Grocery,10.63,-3.51
P200008,Toys,8.55,7.98
P221985,Fashion,77.69,46.67
P226003,Home,117.04,23.67
P242267,Electronics,106.26,21.52
P233431,Sports,85.05,53.0
P209182,Beauty,18.83,1.4
P240142,Sports,23.31,7.49
P244930,Sports,86.04,18.86
P213583,Fashion,58.87,12.52
P249202,Sports,127.62,33.84
P210079,Sports,63.29,13.7
P233742,Electronics,426.55,40.42
P233702,Sports,53.56,22.38
P218772,Beauty,4.73,-1.82
P225030,Electronics,285.75,25.14
P206369,Electronics,247.28,22.07
P240856,Sports,15.77,11.33
P209121,Toys,9.62,0.33
P232668,Electronics,406.25,39.17
P231842,Sports,20.96,2.05
P245871,Electronics,1920.33,447.49
P233843,Fashion,422.8,287.71
P216240,Sports,102.13,23.34
P238157,Toys,5.31,-0.26
P242412,Sports,88.49,16.62
P205074,Beauty,24.16,4.86
P249866,Fashion,101.74,22.73
P210582,Electronics,296.74,23.4
P202157,Home,32.31,1.21
P211603,Fashion,12.07,1.38
P201783,Home,39.81,16.03
P217355,Grocery,6.84,-3.28
P216159,Fashion,130.87,32.27
P240749,Home,146.95,26.44
P240602,Grocery,5.6,-2.95
P229584,Toys,2.04,-1.69
P202294,Home,170.84,86.45
P200002,Beauty,112.68,79.85
P226681,Toys,33.83,44.67
P224583,Electronics,68.08,11.08
P200215,Beauty,36.29,9.98
P229990,Beauty,33.74,7.38
P237111,Electronics,241.11,14.53
P215552,Grocery,2.59,-2.54
P233901,Fashion,35.46,4.85
P224365,Beauty,45.19,11.51
P239910,Electronics,238.74,19.56
P218321,Electronics,99.15,3.36
P207986,Fashion,115.64,32.4
P231046,Fashion,59.27,10.91
P242849,Sports,70.2,14.83
P202628,Grocery,26.88,0.54
P224398,Fashion,81.2,22.16
P240413,Electronics,661.59,131.08
P206770,Beauty,83.37,30.48
P244716,Grocery,1.05,-0.97
P237055,Home,40.27,47.46
P239678,Fashion,26.86,13.42
P223184,Beauty,30.68,10.78
P222362,Beauty,18.44,2.53
P231048,Fashion,91.69,20.76
P215813,Fashion,11.96,1.33
P217189,Home,184.13,144.81
P201310,Grocery,8.68,-2.51
P216647,Sports,27.1,1.81
P212315,Beauty,8.69,0.56
P238183,Sports,22.36,1.79
P227740,Home,69.71,9.86
P244928,Grocery,10.21,-2.44
P230575,Sports,73.06,15.86
P200296,Electronics,453.92,42.25
P205690,Grocery,4.85,-2.65
P219600,Electronics,889.53,92.59
P227639,Electronics,189.71,59.28
P230550,Fashion,237.89,157.02
P227524,Electronics,831.63,88.74
P227186,Beauty,23.15,4.35
P248139,Toys,8.96,2.33
P210429,Grocery,47.47,0.58
P232538,Fashion,31.86,6.53
P201974,Toys,37.79,8.43
P232103,Home,112.83,24.45
P247113,Home,354.35,187.43
P215860,Toys,2.46,-2.69
P210670,Toys,33.9,6.01
P238194,Sports,45.24,6.2
P223725,Home,251.8,60.89
P223464,Toys,91.62,29.61
