customer_id,customer_age,customer_gender,region
C15329,33,Male,West
C13501,62,Female,West
C11690,27,Female,West
C13312,47,Female,South
C14150,56,Female,South
C17618,41,Male,North
C14515,57,Male,East
C14913,54,Female,South
C16922,31,Female,West
C17974,19,Female,North
C17120,54,Female,Central
C15201,52,Female,West
C15322,51,Male,North
C12906,63,Male,West
C15219,44,Male,East
C11518,25,Female,West
C10118,47,Male,North
C13131,36,Male,North
C17300,32,Other,East
C12133,57,Male,West
C15102,47,Other,North
C16693,23,Male,West
C14812,51,Female,North
C12764,62,Female,North
C12324,22,Female,South
C14036,35,Male,North
C16862,55,Male,North
C10128,45,Female,South
C11364,59,Other,North
C10185,29,Female,North
C16904,60,Other,North
C10817,67,Female,West
C12029,19,Male,North
C12418,39,Female,West
C16282,32,Male,North
C10505,44,Female,Central
C17221,26,Male,West
C14527,24,Female,South
C17844,64,Male,East
C10747,62,Female,South
C14923,59,Female,North
C10980,50,Female,South
C12178,23,Female,South
C15759,60,Female,West
C12780,61,Male,Central
C12822,46,Female,Central
C17659,47,Female,West
C13609,62,Male,East
C14817,51,Female,West
C11435,66,Male,Central
C10460,54,Female,South
C14620,24,Female,North
C11398,69,Female,East
C17074,31,Male,Central
C11318,19,Male,South
C11794,33,Female,Central
C12777,41,Male,North
C12198,45,Male,North
C10674,54,Male,East
C16098,45,Female,West
C11338,48,Male,East
C10396,35,Male,North
C17883,61,Male,West
C10553,60,Male,North
C14077,55,Male,North
C12768,29,Female,West
C16749,33,Female,Central
C12046,21,Female,South
C17268,61,Male,North
C12274,69,Female,North
C16574,21,Female,West
C14297,63,Female,South
C13040,60,Female,North
C15415,46,Female,East
C14634,28,Male,East
C15302,53,Male,West
C13350,39,Female,East
C17071,24,Male,North
C10455,62,Female,East
C15335,44,Male,North
C11410,55,Male,Central
C17722,55,Female,Central
C13141,35,Female,South
C15161,69,Male,North
C17506,29,Male,West
C13254,64,Female,South
C17986,19,Female,South
C10431,46,Male,West
C11654,46,Male,South
C12395,46,Female,South
C16864,57,Male,South
C12121,25,Male,South
C10779,30,Male,Central
C11646,27,Female,South
C17060,21,Male,Central
C12779,25,Female,East
C17705,58,Male,South
C16865,56,Female,East
C16890,54,Female,South
C13588,53,Female,Central
C15045,37,Male,North
C12770,33,Female,Central
C12413,26,Female,North
C14717,22,Female,South
C10491,28,Other,North
C10565,69,Female,North
C15820,60,Female,West
C10532,47,Male,South
C15279,29,Female,East
C13809,61,Female,East
C17959,29,Male,Central
C11822,48,Female,East
C12841,23,Male,North
C16589,66,Female,South
C16470,21,Male,West
C16383,43,Male,Central
C14773,69,Male,South
C13051,24,Male,East
C14459,53,Female,Central
C15294,39,Female,North
C14907,57,Male,West
C16268,26,Female,East
C16924,44,Male,Central
C16593,54,Male,West
C10465,61,Other,North
C14122,48,Male,South
C17830,20,Female,North
C13846,50,Male,North
C17505,53,Male,West
C17861,64,Female,East
C11473,26,Female,South
C11463,43,Male,North
C13600,49,Male,East
C12030,41,Male,Central
C17070,23,Male,South
C14335,65,Male,East
C10483,65,Female,West
C11847,34,Male,North
C13214,49,Male,North
C10683,53,Female,North
C17254,64,Female,North
C14152,57,Female,Central
C11607,52,Other,Central
C10506,24,Female,East
C14424,53,Female,South
C15872,31,Male,East
C16388,42,Female,South
C16272,24,Male,South
C10778,28,Male,South
C12652,20,Male,North
C13506,26,Female,East
C10149,23,Female,Central
C10462,47,Female,South
C10427,27,Female,North
C15907,60,Other,North
C15310,45,Female,North
C13303,39,Male,West
C10031,33,Female,North
C12677,61,Female,South
C14390,22,Male,North
C17412,53,Male,North
C14588,23,Male,East
C13389,36,Female,North
C13886,26,Female,East
C10360,66,Female,East
C14255,69,Male,West
C16050,27,Female,North
C13301,30,Male,Central
C17780,66,Female,West
C13325,29,Male,Central
C10446,40,Female,North
C16694,23,Female,East
C16653,29,Female,South
C12880,18,Male,Central
C15952,44,Female,West
C15921,22,Female,North
C14231,63,Male,Central
C16852,68,Male,South
C17043,60,Female,West
C17385,64,Male,South
C13268,37,Female,Central
C15522,27,Male,South
C10691,46,Male,North
C14391,40,Female,West
C16340,38,Female,West
C15114,69,Male,North
C12182,33,Male,East
C12871,50,Other,Central
C13216,50,Male,South
C14647,54,Female,West
C16149,27,Male,South
C14563,43,Female,South
C10554,68,Female,East
C14833,41,Female,East
C10013,66,Female,South
C11590,25,Female,North
C14268,33,Female,Central
C13029,64,Female,North
C11367,68,Male,Central
C13795,51,Female,East
C10956,58,Female,North
C15388,21,Female,West
C15293,19,Male,West
C14759,44,Male,Central
C14936,54,Female,West
C11480,62,Male,North
C16875,18,Male,East
C11237,35,Male,South
C10516,18,Female,Central
C11621,49,Male,North
C15498,40,Male,East
C17501,58,Female,West
C11086,40,Female,South
C10877,41,Female,North
C15599,59,Female,West
C13202,28,Female,North
C11180,24,Male,West
C11940,37,Female,West
C11556,18,Female,South
C16676,44,Female,West
C11944,27,Female,East
C15029,40,Female,East
C13778,64,Female,Central
C12141,51,Female,North
C14471,39,Female,North
C17970,52,Female,South
C12657,57,Female,East
C10101,47,Male,East
C15462,23,Female,South
C13026,29,Male,East
C13763,47,Male,West
C15651,68,Female,East
C13750,48,Male,East
C14909,42,Male,North
C12842,19,Female,North
C14807,55,Male,South
C16226,25,Male,North
C15412,30,Female,West
C12967,36,Female,Central
C12327,34,Female,Central
C16669,20,Other,Central
C11741,67,Female,Central
C15568,62,Male,North
C10377,44,Female,South
C10463,58,Male,South
C17077,68,Male,Central
C17014,30,Female,Central
C11278,64,Female,East
C15970,24,Female,West
C13273,54,Male,South
C11708,48,Male,North
C13572,26,Male,South
C15242,49,Female,West
C12401,69,Male,South
C17589,29,Male,Central
C12436,60,Male,East
C11934,26,Male,South
C14249,63,Male,East
C14039,36,Male,North
C15609,32,Female,North
C12646,31,Male,West
C16943,41,Male,South
C17369,48,Male,East
C17149,55,Female,South
C16525,27,Female,South
C16227,45,Female,South
C14484,41,Female,East
C13132,32,Male,West
C14887,18,Female,East
C16720,54,Female,North
C11059,28,Female,Central
C17701,49,Male,North
C15303,48,Male,North
C17982,50,Female,Central
C14000,51,Female,Central
C12927,25,Male,West
C15295,36,Male,North
C14389,44,Female,West
C13766,41,Female,West
C14589,62,Male,South
C10831,39,Male,North
C16259,40,Female,East
C12085,54,Male,South
C12717,64,Male,Central
C17788,53,Male,South
C14472,39,Female,North
C17912,45,Male,West
C13880,57,Female,North
C13204,66,Male,South
C16457,68,Other,South
C15815,39,Male,South
C15534,31,Male,North
C16051,45,Other,North
C16006,18,Male,North
C14905,69,Male,East
C15470,35,Male,South
C10158,26,Other,East
C11792,27,Female,West
C15944,63,Male,East
C11619,24,Female,North
C13410,22,Female,North
C10643,47,Female,North
C15263,38,Female,West
C17163,46,Male,West
C13551,46,Male,South
C17113,32,Male,Central
C16899,44,Female,South
C12541,56,Female,West
C17086,38,Male,North
C17770,38,Male,South
C15072,36,Male,Central
C13566,65,Male,East
C16044,60,Female,North
C12814,43,Female,North
C12073,53,Male,Central
C14202,59,Male,North
C14708,24,Male,North
C16585,50,Female,North
C17276,21,Male,North
C13628,38,Female,North
C17114,47,Female,West
C15621,66,Female,West
C13601,67,Male,Central
C12016,50,Female,East
C12090,62,Male,Central
C15985,29,Male,East
C16195,59,Female,West
C15286,66,Male,Central
C17548,56,Female,East
C12540,65,Female,Central
C13215,37,Female,East
C11830,32,Female,South
C17482,48,Male,North
C13120,27,Male,East
C10123,54,Male,South
C17598,62,Female,West
C16085,23,Male,North
C15147,36,Female,North
C17945,27,Female,South
C11692,38,Male,East
C14197,63,Male,South
C11244,51,Female,East
C16582,18,Female,North
C16552,54,Female,South
C11299,53,Male,South
C16105,42,Female,North
C14140,46,Female,East
C13903,32,Male,South
C11273,29,Female,North
C13003,25,Female,South
C13554,52,Male,West
C13002,36,Female,East
C11722,26,Female,Central
C12549,58,Female,West
C10104,29,Other,South
C17131,56,Female,Central
C10590,61,Male,Central
C17388,27,Male,North
C16605,62,Male,Central
C17494,28,Male,Central
C14418,60,Female,North
C17650,61,Female,West
C17227,20,Female,East
C11010,25,Female,North
C15986,37,Male,East
C16261,51,Female,East
C10228,42,Female,South
C17782,64,Female,East
C17604,41,Male,South
C12726,27,Male,West
C16479,24,Male,North
C15926,32,Female,South
C15373,69,Male,East
C17087,52,Male,West
C17507,67,Female,East
C13705,42,Male,East
C11423,25,Female,East
C15127,27,Female,South
C17261,58,Other,East
C14962,50,Male,East
C16359,26,Female,South
C10996,44,Female,North
C10254,61,Female,West
C15184,32,Male,Central
C10869,66,Male,South
C15783,53,Male,South
C13850,47,Male,Central
C13811,58,Male,East
C15109,23,Male,Central
C15336,38,Male,South
C10646,33,Female,South
C16672,44,Male,Central
C14604,61,Male,East
C15837,46,Male,North
C12528,37,Female,South
C11922,59,Male,Central
C12944,28,Male,Central
C12014,63,Female,South
C16707,31,Female,North
C15696,65,Female,North
C10531,59,Female,North
C16342,69,Female,North
C14688,58,Female,North
C10392,56,Female,North
C11373,69,Female,North
C11678,28,Male,West
C15050,47,Male,South
C14325,59,Female,East
C14747,45,Female,North
C14591,43,Female,North
C12444,67,Male,South
C16159,53,Male,West
C10517,37,Female,North
C17633,41,Male,East
C16086,62,Female,East
C17687,49,Male,West
C11658,42,Male,East
C17164,58,Other,Central
C13260,48,Female,East
C15637,37,Female,South
C10820,66,Male,West
C17881,34,Male,Central
C16126,35,Female,West
C17095,44,Male,South
C13257,56,Female,West
C12438,67,Other,Central
C13175,21,Female,South
C15919,20,Male,West
C12278,64,Male,North
C11986,59,Male,South
C11640,39,Female,South
C12999,30,Male,North
C12245,36,Male,North
C17174,46,Male,West
C10896,49,Male,North
C15181,65,Female,North
C14767,65,Female,West
C15256,28,Male,South
C13112,19,Male,North
C10306,57,Other,North
C15345,31,Female,North
C16719,44,Male,Central
C11317,30,Male,West
C17570,32,Male,East
C15450,47,Female,South
C11965,35,Male,West
C12409,55,Male,South
C13939,58,Male,South
C11768,58,Male,North
C10124,37,Male,West
C16137,47,Female,South
C16189,20,Female,South
C12156,23,Male,South
C11901,33,Female,East
C12250,69,Female,East
C15199,23,Male,Central
C13706,36,Male,South
C11923,59,Female,South
C14489,48,Other,South
C15649,27,Male,North
C10802,65,Female,Central
C15858,62,Male,East
C13211,66,Female,North
C17389,37,Male,East
C10281,23,Female,East
C13533,67,Female,North
C12095,61,Male,West
C15771,38,Male,Central
C12489,41,Female,South
C15868,67,Male,Central
C10790,39,Male,East
C10444,55,Female,West
C13242,66,Female,West
C15795,23,Female,North
C13732,56,Female,South
C16586,68,Male,South
C12220,22,Male,North
C14550,68,Male,Central
C11891,46,Female,East
C16616,24,Female,South
C16096,39,Male,South
C15398,39,Female,South
C13111,68,Male,North
C10739,49,Male,West
C10160,21,Female,North
C10963,28,Female,West
C15948,33,Female,Central
C13122,58,Male,East
C10436,19,Female,East
C14644,22,Female,West
C12994,46,Female,North
C16431,51,Female,West
C10179,67,Female,Central
C13596,51,Male,North
C14586,29,Male,North
C16222,52,Male,South
C16239,51,Male,East
C11591,40,Female,Central
C12272,29,Male,West
C15266,22,Female,East
C11474,65,Male,South
C10266,45,Other,East
C16576,18,Female,North
C14935,20,Male,North
C14408,61,Male,South
C13969,31,Other,Central
C10706,38,Male,North
C16130,69,Female,North
C16422,62,Female,South
C17954,69,Female,West
C10656,39,Female,South
C11705,46,Female,North
C12873,46,Male,East
C15592,34,Female,East
C16531,61,Male,South
C11271,37,Male,West
C13942,48,Male,Central
C16379,59,Male,Central
C15052,69,Female,South
C12056,22,Female,East
C12462,69,Female,West
C16361,37,Male,South
C13562,31,Female,North
C17244,27,Male,East
C12932,43,Female,East
C10439,51,Male,South
C10753,51,Female,Central
C10267,38,Female,North
C15542,53,Female,Central
C16087,66,Female,West
C11976,60,Male,North
C12608,21,Male,South
C16588,69,Male,East
C14359,47,Female,East
C17409,21,Male,Central
C15183,67,Female,Central
C13620,68,Female,South
C10494,59,Female,Central
C12878,61,Male,West
C17118,56,Male,South
C11916,58,Male,East
C12028,50,Female,East
C16695,21,Female,North
C15113,30,Female,East
C10654,46,Male,Central
C15241,36,Female,North
C15559,65,Male,East
C10358,30,Female,West
C12414,67,Male,Central
C13244,26,Female,South
C16440,39,Male,Central
C13762,52,Female,Central
C12732,22,Male,North
C15327,33,Male,Central
C12654,24,Other,East
C12054,45,Female,West
C10675,40,Male,South
C15212,65,Male,Central
C13902,58,Female,West
C11751,26,Other,North
C15998,54,Male,South
C17153,27,Male,North
C13117,18,Female,West
C14300,28,Female,West
C17423,22,Female,West
C14245,54,Male,East
C14023,54,Male,North
C10926,58,Male,North
C15445,32,Female,South
C17594,48,Male,West
C12905,25,Female,South
C12209,66,Male,North
C10356,18,Female,West
C15003,25,Male,West
C11385,50,Female,South
C15043,41,Male,West
C10296,44,Male,Central
C14701,18,Female,Central
C14585,34,Male,South
C17943,37,Female,North
C12658,56,Male,Central
C17752,57,Male,West
C16079,62,Female,West
C16901,52,Female,South
C15020,57,Female,North
C11008,28,Male,West
C16761,64,Female,East
C15403,46,Female,South
C17052,64,Female,East
C16217,49,Female,Central
C14533,33,Male,West
C16600,33,Male,East
C11133,44,Male,Central
C14462,25,Male,South
C16148,65,Male,West
C12052,36,Male,South
C15000,59,Other,East
C14030,42,Male,West
C15670,30,Male,South
C14350,69,Female,South
C15777,52,Male,East
C15672,19,Male,North
C15890,32,Female,North
C13545,58,Female,North
C14765,21,Male,West
C14514,29,Male,Central
C14192,41,Female,South
C15231,39,Female,East
C12829,68,Male,South
C12322,24,Male,North
C12305,33,Male,North
C13986,19,Male,East
C12904,64,Female,West
C15451,23,Female,North
C11670,47,Male,North
C11673,68,Female,Central
C15516,25,Female,South
C17907,65,Other,East
C15228,40,Female,South
C16141,22,Female,North
C14005,69,Female,North
C10599,42,Male,North
C10688,58,Female,Central
C14182,51,Other,South
C14009,25,Female,South
C11156,62,Female,South
C14768,31,Female,Central
C17374,50,Female,Central
C12926,21,Female,Central
C14076,29,Male,East
C15512,20,Male,South
C15473,26,Male,South
C10064,59,Female,North
C16191,51,Female,West
C10038,19,Male,North
C17339,28,Female,North
C13961,19,Female,East
C11613,64,Female,South
C15262,34,Female,South
C12998,31,Male,Central
C13481,68,Female,Central
C12759,48,Female,Central
C16557,31,Male,South
C10399,28,Female,West
C12359,35,Female,North
C10871,64,Female,South
C16459,29,Male,East
C16190,38,Male,West
C16880,45,Other,South
C11160,67,Female,North
C14602,40,Female,South
C15101,36,Female,East
C12596,26,Male,South
C11182,60,Female,West
C17470,45,Female,West
C16825,34,Male,East
C16603,57,Female,South
C14107,34,Male,South
C17498,56,Female,East
C12361,31,Female,South
C17724,25,Male,East
C14980,40,Female,Central
C17806,23,Male,East
C11887,52,Female,North
C13734,33,Male,West
C15617,41,Female,East
C17736,40,Female,East
C16950,30,Male,South
C14939,32,Female,Central
C12316,43,Female,West
C17542,27,Male,North
C16854,48,Male,East
C17526,48,Male,North
C14683,34,Male,South
C14855,21,Female,West
C12718,68,Female,Central
C10422,25,Female,South
C10794,34,Male,East
C13124,56,Male,Central
C13248,68,Male,South
C14305,47,Female,Central
C16853,24,Female,West
C15420,18,Male,East
C15136,66,Male,South
C17283,50,Male,West
C17381,41,Female,North
C12211,47,Male,West
C14953,37,Female,North
C11143,30,Male,West
C11324,58,Female,South
C11637,25,Female,Central
C15163,30,Female,North
C10827,54,Male,Central
C14882,36,Female,South
C14828,18,Female,North
C14545,55,Female,South
C12712,67,Male,East
C15539,31,Male,Central
C17318,48,Female,South
C14479,28,Male,Central
C13527,45,Female,East
C11247,24,Female,Central
C10879,66,Female,East
C10182,19,Male,West
C17679,30,Female,North
C11653,54,Female,East
C15733,47,Female,Central
C13353,37,Female,West
C10561,59,Female,South
C14003,50,Female,Central
C17281,40,Male,North
C11468,59,Female,East
C16866,21,Other,Central
C14222,27,Male,Central
C10695,24,Female,East
C15308,32,Female,North
C12920,44,Other,Central
C15078,22,Female,East
C17642,48,Female,East
C17469,34,Female,West
C16819,49,Male,South
C12076,45,Male,Central
C17383,30,Female,Central
C15632,65,Male,East
C15695,21,Male,South
C14366,49,Male,South
C13049,46,Female,East
C14493,55,Male,West
C13739,66,Male,South
C16492,36,Female,North
C15371,43,Female,South
C13289,21,Male,North
C16838,58,Female,West
C15829,20,Male,East
C11231,61,Female,North
C11928,56,Male,West
C16673,67,Male,North
C16436,52,Male,West
C15797,40,Female,East
C10679,54,Female,Central
C13478,19,Female,North
C10770,39,Female,North
C15848,69,Female,North
C12065,43,Male,East
C10760,60,Female,East
C13209,45,Other,East
C13938,49,Female,East
C17399,52,Female,North
C10944,57,Female,North
C15044,19,Male,North
C17566,34,Female,South
C12382,62,Female,Central
C17181,48,Female,North
C15548,61,Female,Central
C11565,67,Female,West
C11441,43,Female,West
C10084,46,Female,West
C15862,24,Male,Central
C10347,32,Male,West
C12276,45,Female,South
C16023,49,Female,Central
C11758,55,Male,North
C16401,57,Female,West
C13337,59,Female,South
C11817,31,Male,North
C17241,51,Male,East
C16928,48,Other,Central
C11003,46,Male,West
C12218,62,Female,West
C16803,30,Female,West
C16199,57,Male,West
C17968,22,Male,East
C15698,69,Female,Central
C10850,48,Female,South
C10925,60,Female,Central
C15120,63,Female,North
C12743,26,Male,West
C17265,53,Male,West
C12632,21,Female,Central
C12910,29,Male,East
C15419,59,Male,North
C11754,40,Female,South
C16978,64,Female,West
C17429,38,Male,North
C17393,62,Female,South
C16290,34,Female,South
C16523,59,Male,South
C11175,67,Female,West
C14789,18,Female,West
C10840,48,Male,North
C15342,42,Male,North
C15098,24,Female,West
C15761,55,Female,North
C10745,38,Male,North
C13796,64,Other,North
C14751,63,Male,Central
C14042,18,Female,South
C16448,49,Male,East
C13148,55,Female,South
C14755,40,Female,South
C17072,67,Male,West
C14166,40,Female,East
C10057,48,Female,West
C12723,26,Male,East
C11738,54,Male,East
C10961,28,Male,West
C15276,37,Male,North
C17981,62,Male,East
C12852,20,Male,West
C12321,23,Female,East
C14317,58,Female,South
C12342,51,Female,West
C13292,47,Male,North
C14658,22,Male,North
C13974,53,Female,South
C17046,52,Male,South
C14270,22,Female,North
C13153,40,Female,East
C16163,40,Male,West
C15546,59,Female,East
C11952,33,Female,North
C16919,43,Male,North
C11638,23,Female,North
C14625,49,Male,West
C15989,30,Female,North
C16445,36,Female,North
C16747,45,Female,North
C13631,54,Male,North
C13285,67,Male,South
C10880,24,Female,East
C17966,59,Female,North
C15638,66,Male,Central
C16934,41,Female,South
C11655,57,Male,East
C12086,50,Male,South
C15031,40,Other,South
C11585,40,Male,East
C14749,44,Female,West
C15971,67,Male,West
C17854,57,Female,Central
C16391,66,Female,Central
C14304,29,Male,Central
C10098,58,Female,West
C12488,60,Male,South
C12017,50,Female,West
C14282,47,Female,East
C17946,38,Male,North
C10248,23,Male,North
C10445,38,Male,Central
C13374,19,Female,South
C13579,66,Female,West
C15272,34,Female,North
C13789,61,Male,North
C13786,21,Female,North
C14579,23,Female,South
C13855,34,Male,Central
C13500,53,Male,East
C17274,26,Male,South
C17379,35,Female,East
C12567,24,Female,East
C12827,52,Male,South
C16057,66,Male,North
C15664,65,Female,West
C16357,29,Male,East
C13291,64,Female,East
C11150,53,Male,West
C11820,29,Male,South
C17220,63,Female,East
C14859,39,Female,East
C16564,62,Male,North
C13907,24,Male,East
C16883,38,Male,Central
C14259,25,Male,South
C12572,25,Female,East
C12267,43,Male,North
C13777,62,Male,Central
C13718,26,Male,Central
C12722,54,Male,West
C17602,60,Female,North
C13916,38,Female,Central
C12663,31,Female,East
C10708,23,Male,South
C13556,52,Male,West
C12850,42,Male,East
C15369,64,Male,West
C16828,41,Female,East
C12039,52,Male,East
C12378,38,Male,North
C15047,26,Female,South
C14195,64,Male,West
C12082,25,Male,South
C13396,24,Female,East
C11204,23,Female,South
C13427,38,Male,North
C17121,57,Male,Central
C12591,18,Male,South
C12386,33,Male,West
C14912,39,Female,Central
C11047,57,Female,East
C13692,63,Male,East
C16080,34,Female,East
C17210,63,Male,West
C13780,52,Male,East
C17451,52,Female,West
C13567,62,Male,South
C13699,27,Female,South
C13045,40,Other,South
C15210,33,Female,North
C17938,48,Female,North
C17516,41,Female,North
C15122,44,Female,East
C14184,67,Female,Central
C17213,47,Male,West
C13829,37,Male,East
C17177,29,Female,Central
C15196,65,Female,Central
C10945,60,Female,North
C10265,30,Female,Central
C11894,38,Male,Central
C17671,26,Female,West
C10662,60,Female,South
C10454,41,Male,South
C11942,31,Male,South
C16286,63,Female,East
C13497,29,Female,West
C16757,25,Male,West
C11077,28,Female,South
C10615,49,Female,East
C16656,65,Female,North
C12553,61,Female,Central
C12791,56,Male,South
C11355,47,Other,Central
C10902,48,Male,East
C14601,37,Female,North
C15495,68,Female,West
C11532,40,Male,East
C13311,39,Male,West
C11048,50,Female,North
C16927,34,Male,Central
C12179,30,Male,South
C12592,58,Female,East
C13025,58,Female,East
C17271,25,Male,East
C17344,63,Female,East
C14188,22,Female,North
C15866,43,Female,South
C14241,55,Female,South
C16578,63,Male,West
C14555,27,Male,East
C16287,25,Male,North
C13804,43,Male,North
C10666,39,Male,West
C16997,18,Male,North
C11675,67,Female,South
C14538,30,Male,South
C15594,25,Female,Central
C14784,50,Female,South
C10888,38,Male,East
C10350,24,Male,West
C16018,27,Female,South
C14670,21,Female,South
C15305,43,Male,East
C16151,49,Male,Central
C14624,67,Female,East
C17398,51,Female,West
C17233,66,Male,North
C11575,49,Female,North
C15330,32,Female,Central
C15010,27,Female,South
C17636,55,Female,East
C14370,26,Male,North
C13790,24,Other,Central
C15374,48,Female,North
C11538,52,Female,North
C11853,53,Male,East
C16055,36,Female,North
C13440,68,Other,West
C13976,40,Female,East
C14081,38,Female,North
C14263,26,Female,North
C11281,64,Female,South
C13197,18,Female,West
C17887,20,Female,East
C17762,29,Male,Central
C15647,21,Male,North
C16223,28,Female,East
C17206,69,Female,Central
C14032,51,Male,Central
C17319,49,Male,South
C16668,62,Male,South
C11354,56,Male,North
C11516,28,Male,North
C11661,22,Male,North
C12013,40,Other,South
C13413,57,Male,West
C15523,41,Other,North
C10875,63,Female,West
C16186,19,Male,North
C12194,21,Female,East
C14356,55,Male,North
C10175,64,Female,West
C13952,44,Female,North
C14253,68,Female,West
C11413,35,Male,East
C13464,30,Female,West
C10837,49,Male,East
C14027,49,Female,South
C13686,27,Female,South
C11519,53,Female,West
C16046,23,Male,Central
C14087,20,Male,West
C13104,23,Male,South
C16067,60,Male,North
C14787,62,Female,South
C11425,43,Female,Central
C15023,33,Male,South
C11184,25,Male,North
C16369,31,Female,Central
C12860,23,Female,East
C15197,66,Male,Central
C15226,41,Male,West
C17129,34,Other,South
C12044,43,Male,West
C13913,39,Female,West
C10604,45,Female,Central
C14470,58,Female,West
C12037,48,Male,South
C16559,44,Male,Central
C12536,36,Male,North
C15554,42,Female,West
C11358,27,Female,West
C16360,64,Male,West
C17426,67,Female,Central
C13883,38,Female,West
C13956,19,Male,South
C15988,26,Male,West
C15625,23,Male,East
C11029,42,Female,North
C13099,22,Female,Central
C12711,46,Male,North
C10510,25,Female,West
C11408,56,Female,East
C10173,36,Other,North
C15613,48,Female,West
C15964,41,Male,South
C13866,31,Other,Central
C14416,36,Male,Central
C17325,65,Male,Central
C16384,61,Male,East
C11996,68,Male,North
C16659,65,Other,West
C15735,63,Female,North
C16830,67,Female,North
C12252,61,Male,South
C17926,21,Female,West
C16437,53,Female,North
C14331,22,Male,Central
C10096,37,Male,East
C17262,27,Female,North
C12765,69,Female,West
C14468,67,Male,East
C13713,60,Female,East
C10605,40,Female,Central
C17171,54,Female,South
C12343,68,Female,North
C13602,47,Male,North
C12111,39,Female,South
C11259,48,Female,North
C11806,58,Male,West
C12155,22,Male,Central
C17453,63,Female,West
C13284,41,Male,South
C13941,24,Male,East
C13765,67,Female,South
C12025,39,Male,Central
C16983,22,Male,Central
C16680,68,Female,South
C12148,18,Female,North
C13709,58,Male,West
C16059,34,Male,South
C16690,27,Female,West
C15384,60,Male,South
C15765,58,Male,West
C16611,58,Male,South
C12403,59,Other,East
C16218,20,Male,Central
C10732,46,Male,North
C16938,45,Male,South
C10028,68,Male,South
C12434,27,Male,Central
C13298,33,Female,East
C11465,18,Male,North
C11912,66,Female,East
C10387,64,Female,East
C15463,23,Male,South
C15444,29,Female,East
C13721,50,Female,Central
C15869,46,Male,West
C15524,46,Male,North
C10917,34,Female,West
C15929,62,Male,South
C10508,67,Male,West
C13492,21,Other,East
C11328,29,Male,South
C14926,54,Female,North
C17359,68,Female,North
C11418,60,Female,West
C12631,39,Female,West
C17484,42,Female,North
C13869,43,Female,South
C13467,56,Female,South
C11326,60,Male,South
C16452,38,Male,West
C15015,35,Female,West
C17472,48,Male,West
C17716,46,Female,East
C17215,65,Female,South
C10389,26,Female,West
C16939,20,Male,North
C13372,37,Male,West
C12730,68,Male,West
C14369,49,Male,North
C11105,57,Male,South
C13486,39,Male,Central
C13451,69,Female,Central
C10885,47,Other,East
C17841,27,Female,North
C10397,58,Female,North
C10250,56,Female,East
C14733,66,Female,West
C12138,31,Female,West
C15718,43,Other,West
C11208,26,Male,Central
C17702,61,Male,Central
C16844,25,Female,South
C12423,25,Female,North
C10726,30,Male,Central
C13437,49,Male,South
C13296,60,Female,South
C17747,53,Female,North
C13682,55,Female,East
C10593,31,Male,North
C14145,18,Male,North
C14477,65,Male,South
C13687,23,Other,North
C11115,28,Female,North
C17608,34,Male,West
C10740,53,Female,West
C13577,56,Male,South
C12404,66,Male,North
C12840,53,Female,East
C14681,32,Female,East
C14801,30,Male,East
C14287,42,Female,North
C11305,65,Male,South
C11232,50,Male,North
C10584,60,Female,West
C13243,33,Female,West
C17187,34,Other,Central
C11973,23,Female,North
C11833,31,Female,South
C15677,67,Female,North
C17979,20,Male,East
C15813,20,Female,East
C14840,25,Male,East
C13641,55,Female,South
C12735,24,Other,South
C15368,56,Male,North
C12894,26,Other,North
C10894,57,Male,Central
C11028,24,Male,South
C16253,22,Male,North
C15678,58,Male,North
C11935,42,Female,Central
C15531,35,Female,South
C15770,51,Male,East
C14922,45,Female,North
C13610,57,Male,North
C12071,52,Male,East
C16364,21,Female,East
C14679,69,Female,East
C17465,52,Other,West
C10338,28,Female,South
C11164,35,Female,South
C10253,25,Female,West
C10464,64,Female,Central
C10330,53,Male,Central
C13155,56,Female,Central
C13252,56,Female,East
C14610,44,Female,East
C16871,31,Male,East
C11295,58,Female,Central
C12666,28,Female,North
C10515,25,Female,North
C13851,40,Male,North
C10479,35,Other,West
C17859,50,Female,South
C14508,19,Female,Central
C16162,61,Female,South
C13540,36,Female,West
C14991,47,Female,North
C16330,31,Male,South
C13073,34,Other,West
C13494,23,Female,South
C17454,66,Male,East
C12524,38,Male,East
C12795,47,Male,North
C11486,29,Male,South
C10458,47,Male,East
C11479,41,Female,Central
C10086,19,Male,East
C17390,18,Female,East
C15745,67,Male,North
C11196,36,Female,Central
C12934,48,Female,South
C16407,30,Female,South
C16817,37,Female,North
C10903,53,Other,West
C17260,65,Male,South
C14873,48,Male,East
C17358,62,Male,North
C11691,26,Male,East
C12669,55,Male,South
C12354,33,Female,North
C11914,58,Female,North
C16857,31,Female,Central
C15916,24,Other,Central
C16626,69,Male,West
C10542,39,Male,North
C16464,31,Female,East
C10743,36,Female,West
C11543,49,Female,North
C12415,37,Female,West
C15571,50,Female,Central
C17718,45,Male,North
C10214,49,Female,West
C10546,41,Male,West
C12320,45,Female,South
C10114,64,Female,Central
C13771,43,Female,South
C13828,50,Male,West
C17176,58,Male,Central
C12977,40,Male,South
C15553,29,Male,East
C12897,40,Male,Central
C17305,23,Female,East
C16671,41,Male,South
C11138,64,Male,East
C14626,64,Male,North
C11611,42,Male,North
C17741,57,Male,East
C13417,59,Male,South
C14431,67,Male,East
